-7.119769573118137	-34.86572479198809
-7.119725717768376	-34.86000810821911
-7.119738540086366	-34.85268482798501
-7.119711937293732	-34.84828807625885
-7.119686976310148	-34.84546014368472
-7.119665265741697	-34.84255428700535
-7.119587604947654	-34.83530902371273
-7.119594531155867	-34.83248736049658
-7.119499839983165	-34.82946093288741
-7.119458917881117	-34.82691616511374
-7.097463513991049	-34.86401451841633
-7.099545832424206	-34.86235934988908
-7.102932533812326	-34.86336999261686
-7.10749230485627	-34.86876545162946
-7.108489173527562	-34.8681036999614
-7.110167564924267	-34.86628117452572
-7.112382948569295	-34.86471967756028
-7.113478124271778	-34.86544101043675
-7.115844700435347	-34.8635595320879
-7.113972359611012	-34.86193857651388
-7.13230302479461	-34.82931102232616
-7.131234847770584	-34.82913339074406
-7.12912769465263	-34.82818730767583
-7.126057956249005	-34.82823046490159
-7.123493413696059	-34.82609193892085
-7.121430544335219	-34.87416079998889
-7.123029170370781	-34.87110596739596
-7.126247761064711	-34.86398599607819
-7.12916722335775	-34.85813541430316
-7.127883215259451	-34.85297661354721
-7.127061128997589	-34.8509166004009
-7.125132401364721	-34.84806785482778
-7.125586020080227	-34.84136734437311
-7.125723065043361	-34.83832030172689
-7.124825656388926	-34.83234230318107
